idCliente,idServidor,velocidad,distancia
74,253,1000,536
74,277,1000,260
74,281,1000,897
74,285,3000,275
74,286,3000,715
74,289,2000,857
74,290,1000,228
75,89,3000,332
75,140,1000,306
75,142,3000,688
75,160,3000,230
75,183,2000,948
75,188,3000,76
75,211,1000,330
75,216,2000,49
75,229,3000,778
75,242,3000,474
75,243,3000,815
75,284,1000,545
75,294,3000,880
89,103,1000,762
89,153,3000,21
89,155,3000,194
89,173,1000,483
89,190,3000,876
89,195,3000,256
89,204,2000,19
89,211,2000,219
89,214,1000,130
89,229,1000,398
89,253,1000,141
89,269,2000,932
89,278,1000,829
89,283,3000,437
89,289,3000,817
89,290,2000,896
95,105,3000,860
95,108,1000,587
95,176,1000,995
95,228,1000,577
95,229,1000,549
95,257,3000,425
95,286,2000,608
103,108,2000,105
103,117,1000,906
103,133,1000,953
103,152,1000,789
103,156,2000,449
103,183,3000,643
103,211,3000,962
103,216,3000,799
103,253,2000,625
103,265,2000,816
103,269,3000,434
103,288,1000,37
105,108,1000,836
105,109,2000,686
105,155,3000,194
105,195,3000,390
105,228,1000,795
105,242,1000,534
105,265,3000,860
105,269,2000,314
105,281,2000,602
105,288,1000,652
105,294,3000,100
108,109,2000,747
108,141,1000,603
108,142,3000,574
108,188,1000,740
108,190,1000,620
108,214,2000,104
108,218,3000,428
108,269,2000,847
108,275,1000,693
108,283,2000,883
108,285,3000,478
109,153,1000,574
109,162,3000,555
109,242,3000,277
109,277,3000,446
109,278,2000,690
109,281,2000,71
109,284,3000,67
109,290,3000,645
117,133,3000,254
117,142,1000,301
117,160,3000,32
117,183,2000,705
117,190,2000,138
117,204,3000,22
117,211,1000,918
117,221,1000,642
117,228,2000,591
117,269,2000,928
117,283,3000,99
117,286,2000,801
117,294,2000,257
133,140,1000,646
133,142,2000,162
133,155,2000,42
133,156,1000,842
133,162,2000,677
133,204,1000,214
133,216,3000,1000
133,257,2000,641
133,277,1000,225
133,278,1000,408
133,288,2000,895
133,290,1000,278
140,160,2000,798
140,176,3000,135
140,183,1000,70
140,204,1000,169
140,218,3000,302
140,269,3000,526
140,283,3000,562
140,289,2000,793
141,162,3000,883
141,173,2000,751
141,216,2000,263
141,221,2000,186
141,229,3000,991
141,277,2000,662
141,288,1000,608
142,173,1000,917
142,176,2000,694
142,211,3000,422
142,214,3000,337
142,216,1000,813
142,265,3000,39
142,269,1000,967
142,278,3000,858
142,281,2000,314
142,286,2000,318
142,288,3000,999
152,156,1000,211
152,183,3000,208
152,204,3000,833
152,253,2000,251
152,265,1000,13
152,284,3000,286
152,286,3000,912
153,173,1000,581
153,195,2000,828
153,211,2000,432
153,218,3000,974
153,221,3000,361
153,242,2000,755
153,265,2000,823
153,281,2000,316
153,284,3000,134
153,288,2000,76
153,289,1000,115
155,162,2000,332
155,176,2000,346
155,190,2000,336
155,195,1000,520
155,204,3000,654
155,211,2000,92
155,243,1000,334
155,278,1000,650
155,281,2000,781
155,283,2000,516
155,286,2000,100
155,289,2000,598
156,160,3000,952
156,188,2000,165
156,190,1000,977
156,218,3000,544
156,229,2000,708
156,278,2000,74
156,284,3000,206
160,162,1000,749
160,204,3000,981
160,216,3000,27
160,228,3000,143
160,253,3000,581
160,257,1000,774
160,281,2000,15
160,283,3000,136
160,289,1000,201
160,294,2000,229
162,190,3000,448
162,195,2000,374
162,204,3000,94
162,214,1000,828
162,218,2000,52
162,221,2000,826
162,286,2000,943
162,294,1000,777
173,176,2000,974
173,183,2000,132
173,188,3000,46
173,229,3000,803
173,243,1000,655
173,257,2000,67
173,265,1000,775
173,277,2000,345
173,281,1000,521
173,289,3000,787
176,188,1000,956
176,190,3000,844
176,229,3000,345
176,253,1000,542
176,265,1000,278
176,269,1000,758
176,278,1000,352
176,281,2000,153
176,283,2000,766
183,204,1000,42
183,211,2000,531
183,214,2000,380
183,269,3000,682
183,275,1000,486
183,277,1000,75
183,278,2000,742
183,281,2000,984
183,283,2000,294
183,286,1000,515
188,195,1000,797
188,204,2000,934
188,211,3000,868
188,218,3000,450
188,253,3000,681
188,275,3000,160
188,289,2000,527
188,290,1000,870
190,265,1000,891
190,286,2000,617
195,216,1000,872
195,229,3000,956
195,253,2000,417
195,265,1000,582
195,269,3000,276
195,277,3000,667
195,278,2000,365
195,283,1000,342
195,284,1000,585
195,286,3000,108
204,228,1000,287
204,243,2000,157
204,257,3000,251
204,277,1000,139
204,286,2000,266
204,288,3000,921
204,290,3000,353
204,294,2000,375
211,216,1000,391
211,218,3000,575
211,221,1000,283
211,242,1000,414
211,253,2000,685
211,275,2000,989
211,277,2000,334
211,286,2000,352
214,229,2000,435
214,243,3000,538
214,277,1000,159
214,284,1000,801
214,290,1000,210
216,218,2000,326
216,242,3000,943
216,277,2000,689
216,281,3000,102
216,284,3000,292
216,288,2000,559
216,289,3000,795
216,290,3000,21
218,229,2000,998
218,265,1000,253
221,253,3000,970
221,281,3000,768
221,283,3000,909
228,229,1000,748
228,253,3000,223
228,278,2000,266
228,283,2000,913
228,284,2000,834
228,290,1000,898
228,294,1000,986
229,269,2000,507
229,281,3000,641
229,285,1000,163
229,290,3000,3
229,294,3000,919
242,243,2000,749
242,253,2000,398
242,265,1000,625
242,269,1000,91
242,281,3000,435
242,288,1000,775
242,289,2000,116
242,290,3000,249
243,265,2000,480
243,277,3000,278
243,281,1000,709
243,290,3000,879
253,265,3000,876
253,269,1000,348
253,275,3000,814
253,286,3000,618
257,269,1000,334
257,281,1000,438
265,281,3000,282
265,285,1000,422
265,289,2000,153
265,294,3000,252
269,281,1000,583
269,284,3000,771
269,285,3000,893
269,286,1000,966
269,289,2000,775
269,290,3000,212
275,285,3000,766
277,278,3000,27
277,285,3000,228
277,286,3000,592
277,290,1000,367
278,281,1000,554
278,283,2000,159
278,288,2000,66
278,294,2000,121
281,283,2000,343
281,289,2000,773
283,294,2000,458
284,286,1000,959
284,290,2000,735
284,294,3000,480
285,288,3000,764
285,289,1000,250
286,289,2000,204
288,289,2000,483
288,290,3000,909
